,ipv4,countries_from_geoip2,provinces_from_geoip2,city_from_geoip2,latitude_from_geoip2,longitude_from_geoip2,status_from_ipapi,country_from_ipapi,countryCode_from_ipapi,region_from_ipapi,regionName_from_ipapi,city_from_ipapi,zip_from_ipapi,lat_from_ipapi,lon_from_ipapi,timezone_from_ipapi,isp_from_ipapi,org_from_ipapi,as_from_ipapi
1212,46.101.192.171,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1213,192.144.184.208,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1214,159.65.153.147,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1215,106.75.19.234,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS9808 Guangdong Mobile Communication Co.Ltd.
1216,81.68.244.219,中国,,,34.7725,113.7266,success,Netherlands,NL,NH,North Holland,Hilversum,1221,52.2254,5.182169999999998,Europe/Amsterdam,EuroNet Internet,Euronet Internet BV,AS45090 Shenzhen Tencent Computer Systems Company Limited
1217,172.108.131.86,美国,德克萨斯州,Grapevine,32.9376,-97.0829,success,United States,US,TX,Texas,Big Lake,76932,31.1911,-101.462,America/Chicago,Frontier Communications Solutions,Texas Skynet,"AS5650 Frontier Communications of America, Inc."
1218,2.42.221.248,意大利,Rome,罗马市,41.8919,12.5113,success,Italy,IT,62,Latium,Rome,00162,41.8904,12.5126,Europe/Rome,Vodafone Italia S.p.A.,Vodafone,AS30722 Vodafone Italia S.p.A.
1219,121.4.116.106,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1220,101.37.38.187,中国,,,34.7725,113.7266,success,China,CN,ZJ,Zhejiang,Hangzhou,,30.2813,120.12,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
1221,185.103.109.37,俄罗斯联邦,Moscow,莫斯科,55.7522,37.6156,success,Russia,RU,MOW,Moscow,Moscow,,55.7363,37.7211,Europe/Moscow,NTX Technologies s.r.o.,FirstByte,AS205090 Network Management Ltd
1222,165.227.142.62,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1223,58.56.34.76,中国,,,34.7725,113.7266,success,China,CN,JS,Jiangsu,Nanjing,,32.0589,118.7738,Asia/Shanghai,Chinanet,Chinanet SD,AS4134 CHINANET-BACKBONE
1224,134.209.123.178,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1225,206.174.214.90,加拿大,,,43.6319,-79.3716,success,Canada,CA,AB,Alberta,Calgary,T2A,51.0483,-113.9633,America/Edmonton,Shaw Communications Inc.,Shaw Telecom G.P,AS6327 Shaw Communications Inc.
1226,46.101.101.131,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1227,27.128.244.13,中国,,,34.7725,113.7266,success,China,CN,HE,Hebei,Gaocheng,,37.8957,114.904,Asia/Shanghai,Chinanet,Chinanet HE,AS4134 CHINANET-BACKBONE
1228,152.136.177.129,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1229,118.24.2.141,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1230,123.206.15.204,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1231,49.235.80.143,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1232,212.129.5.154,法国,Manche,Bourguenolles,48.8051,-1.3003,success,France,FR,IDF,Île-de-France,Saint-Cyr-l'École,78210,48.7986,2.06814,Europe/Paris,Online SAS,,AS12876 ONLINE S.A.S.
1233,114.67.110.126,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Telecom (Group),"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",AS4812 China Telecom (Group)
1234,129.158.74.141,美国,弗吉尼亚州,Ashburn,39.0481,-77.4728,success,United States,US,VA,Virginia,Ashburn,20147,39.018,-77.539,America/New_York,Oracle Corporation,Oracle Corporation,AS14506 Oracle Corporation
1235,27.64.11.139,越南,胡志明市,胡志明市,10.8142,106.6438,success,Vietnam,VN,SG,Ho Chi Minh,Ho Chi Minh City,,10.8326,106.6581,Asia/Ho_Chi_Minh,Viettel Group,VIETTEL,AS7552 Viettel Group
1236,112.17.133.189,中国,浙江省,杭州,30.294,120.1619,success,China,CN,ZJ,Zhejiang,Hangzhou,,30.2994,120.1612,Asia/Shanghai,China Mobile Communications Corporation,China Mobile Communications Corporation,AS56041 China Mobile communications corporation
1237,51.254.248.18,法国,,,48.8582,2.3387,success,United Kingdom,GB,ENG,England,London,EC3R 7LP,51.5114,-0.079136,Europe/London,OVH SAS,Hosting range,AS16276 OVH SAS
1238,221.130.59.248,中国,,,34.7725,113.7266,success,China,CN,JS,Jiangsu,Suzhou,,31.299,120.585,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation,AS56046 China Mobile communications corporation
1239,221.124.47.22,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
1240,14.99.187.2,印度,,,20.0063,77.006,success,India,IN,KA,Karnataka,Bengaluru,560002,12.9634,77.5855,Asia/Kolkata,Tata Teleservices LTD - Tata Indicom - Cdma Division,Tata Teleservices LTD Cdma,AS45820 Tata Teleservices ISP AS
1241,111.67.194.94,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Unicom Beijing Province Network,Beijing yiantianxia Network Science&Technology Co Ltd.,AS4808 China Unicom Beijing Province Network
1242,121.5.160.95,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1243,118.116.107.155,中国,四川省,成都,30.6667,104.0667,success,China,CN,SC,Sichuan,Chengdu,,30.6667,104.0667,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
1244,49.232.196.185,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1245,221.156.126.1,韩国,Jeollanam-do,Boseong,34.7715,127.08,success,South Korea,KR,46,Jeollanam-do,Yeosu,59675,34.7566,127.6626,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
1246,106.75.29.239,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS9808 Guangdong Mobile Communication Co.Ltd.
1247,49.234.158.16,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1248,190.64.136.122,乌拉圭,Departamento de Montevideo,Aguada,-34.8899,-56.1859,success,Uruguay,UY,MO,Departamento de Montevideo,Montevideo,11700,-34.8576,-56.1702,America/Montevideo,Administracion Nacional de Telecomunicaciones,Cliente Antel Uruguay,AS6057 Administracion Nacional de Telecomunicaciones
1249,139.59.226.177,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DIGITALOCEAN,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1250,1.15.75.163,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.993,116.32700000000001,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Beijing Founder Broadband Network Technology Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1251,179.108.19.222,巴西,Sao Paulo,Piquete,-22.5958,-45.1626,success,Brazil,BR,SP,Sao Paulo,Piquete,12620,-22.5958,-45.1626,America/Sao_Paulo,G6 Internet,G6 Internet,AS265911 G6 Internet
1252,193.169.255.57,波兰,,,52.2394,21.0362,success,Poland,PL,14,Mazovia,Warsaw,00-510,52.2297,21.0122,Europe/Warsaw,GigaHostingServices OU,GigaHostingServices OU,AS213010 GigaHostingServices OU
1253,45.76.247.72,美国,华盛顿州,Seattle,47.6144,-122.3447,success,United States,US,WA,Washington,Seattle,98121,47.6144,-122.3447,America/Los_Angeles,The Constant Company,"Vultr Holdings, LLC","AS20473 The Constant Company, LLC"
1254,154.8.226.52,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1255,157.230.115.150,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1256,82.156.235.6,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1257,178.62.195.233,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1258,49.235.37.144,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1259,122.51.196.235,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou,,23.0623,113.389,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,Guangzhou Haizhiguang communication technology Limited,AS45090 Shenzhen Tencent Computer Systems Company Limited
1260,139.59.12.65,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1261,128.199.26.250,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1262,140.249.182.170,中国,,,34.7725,113.7266,success,China,CN,SD,Shandong,Xintai,,35.894,117.925,Asia/Shanghai,"Qingdao, ",Chinanet SD,"AS58541 Qingdao,266000"
1263,75.119.133.218,美国,,,37.751,-97.822,success,Germany,DE,NW,North Rhine-Westphalia,Düsseldorf,40599,51.1878,6.8607,Europe/Berlin,BroadbandONE,KNIGHTCOMMUNICATIONS,AS51167 Contabo GmbH
1264,104.131.40.125,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1265,119.28.130.103,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,ComsenzNet,"Tencent cloud computing (Beijing) Co., Ltd.","AS132203 Tencent Building, Kejizhongyi Avenue"
1266,161.97.146.245,德国,North Rhine-Westphalia,杜塞尔多夫,51.1809,6.8598,success,Germany,DE,NW,North Rhine-Westphalia,Düsseldorf,40599,51.1878,6.8607,Europe/Berlin,Contabo GmbH,Contabo GmbH,AS51167 Contabo GmbH
1267,128.199.168.172,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1268,1.15.140.109,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.993,116.32700000000001,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Beijing Founder Broadband Network Technology Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1269,139.59.158.239,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1270,104.248.229.42,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1271,129.28.78.8,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1272,121.4.255.199,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1273,183.195.233.58,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Putuo Qu,,31.2437,121.44200000000001,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS24400 Shanghai Mobile Communications Co.,Ltd."
1274,106.52.93.202,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1275,159.89.38.228,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1276,118.26.37.27,香港,,,22.25,114.1667,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
1277,178.174.148.58,瑞典,Östergötland County,林雪平,58.4167,15.6167,success,Sweden,SE,E,Östergötland County,Linköping,582 75,58.4016,15.6462,Europe/Stockholm,Bahnhof AB,General Private,AS8473 Bahnhof AB
1278,159.75.21.36,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1279,60.190.6.134,中国,,,34.7725,113.7266,success,China,CN,ZJ,Zhejiang,Ningbo,,29.8782,121.5495,Asia/Shanghai,Chinanet,,AS4134 CHINANET-BACKBONE
1280,91.204.59.43,俄罗斯联邦,St.-Petersburg,圣彼得堡,59.8944,30.2642,success,Russia,RU,SPE,St.-Petersburg,St Petersburg,190000,59.8983,30.2618,Europe/Moscow,Yunta Ltd.,Yunta Ltd,AS47363 Yunta Ltd.
1281,60.191.17.221,中国,浙江省,杭州,30.294,120.1619,success,China,CN,ZJ,Zhejiang,Hangzhou,,30.2994,120.1612,Asia/Shanghai,Chinanet,"Hangzhou MAO tao investment consulting management co., LTD",AS4134 CHINANET-BACKBONE
1282,107.150.11.40,美国,加利福尼亚州,洛杉矶,34.0494,-118.2641,success,United States,US,CA,California,Los Angeles,90014,34.0494,-118.2661,America/Los_Angeles,QuadraNet Enterprises LLC,QuadraNet,AS8100 QuadraNet Enterprises LLC
1283,196.1.238.46,苏丹,,,15.0,30.0,success,Sudan,SD,KH,Khartoum,Khartoum,,15.605,32.5184,Africa/Khartoum,Sudatel (Sudan Telecom Co. Ltd),Sudatel-IP,AS15706 Sudatel (Sudan Telecom Co. Ltd)
1284,218.18.161.186,中国,广东,深圳市,22.5333,114.1333,success,China,CN,GD,Guangdong,Shenzhen,,22.5318,114.1374,Asia/Shanghai,Chinanet,Zhongguodianxin,AS4134 CHINANET-BACKBONE
1285,96.93.196.89,美国,Colorado,麦岭,39.7744,-105.0972,success,United States,US,CO,Colorado,Englewood,80112,39.5802,-104.9038,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
1286,64.225.106.52,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,DigitalOcean,"Web.com, Inc.","AS14061 DigitalOcean, LLC"
1287,171.244.139.236,越南,Tinh Bac Ninh,Phu Tu Son,21.0966,105.968,success,Vietnam,VN,HN,Hanoi,Hanoi,,21.0278,105.834,Asia/Bangkok,VIETEL,Viettel Corporation,AS38731 Vietel - CHT Compamy Ltd
1288,188.166.88.30,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1289,119.235.19.66,印度尼西亚,西爪哇省,勿加泗,-6.2352,106.9922,success,Indonesia,ID,JK,Jakarta,Jakarta,,-6.1741,106.8296,Asia/Jakarta,PT Inet Global Indo,,AS24532 PT. Inet Global Indo
1290,157.245.252.58,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1291,106.51.127.128,印度,泰米尔纳德邦,金奈,13.0878,80.2785,success,India,IN,TN,Tamil Nadu,Chennai,600017,12.8996,80.2209,Asia/Kolkata,ACT Fibernet,Atria Convergence Technologies Pvt. Ltd.,AS24309 Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA
1292,178.62.81.36,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
1293,121.5.165.250,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1294,111.67.198.190,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Unicom Beijing Province Network,Beijing yiantianxia Network Science&Technology Co Ltd.,AS4808 China Unicom Beijing Province Network
1295,129.211.165.102,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
1296,142.93.212.91,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
1297,5.9.165.2,德国,Hesse,Sinntal,50.3127,9.6234,success,Germany,DE,SN,Saxony,Falkenstein,08223,50.475,12.365,Europe/Berlin,Hetzner Online GmbH,,AS24940 Hetzner Online GmbH
1298,203.150.102.162,泰国,Bangkok,曼谷,13.7833,100.5167,success,Thailand,TH,10,Bangkok,Watthana,10260,13.7478,100.56700000000001,Asia/Bangkok,Internet Thailand Public Company Limited,INET,AS4618 Internet Thailand Company Limited
1299,121.5.239.201,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1300,49.233.117.117,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1301,45.4.202.109,厄瓜多尔,Provincia del Guayas,Guayaquil,-2.1664,-79.9011,success,Ecuador,EC,G,Provincia del Guayas,Guayaquil,,-2.1664,-79.9011,America/Guayaquil,Eliana Vanessa Morocho OÃ±a,Eliana Vanessa Morocho Oña,AS263238 Eliana Vanessa Morocho Oña
1302,193.228.108.122,日本,Tokyo,东京,35.685,139.7514,success,Japan,JP,13,Tokyo,Tokyo,102-0082,35.6887,139.745,Asia/Tokyo,PJSC Rostelecom,Virtualisation,AS12389 PJSC Rostelecom
1303,120.92.149.231,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Shanghai,,31.0442,121.4054,Asia/Shanghai,Beijing Kingsoft Cloud Internet Technology Co,"Beijing Kingsoft Cloud Internet Technology Co., Ltd.",AS4811 China Telecom (Group)
1304,191.98.186.218,秘鲁,Lima,Lima,-12.0464,-77.0428,success,Peru,PE,LMA,Lima,Lima,,-12.0464,-77.0428,America/Lima,Optical Technologies S.A.C.,Taller De Confecciones SAN Luis S.A,AS27843 OPTICAL TECHNOLOGIES S.A.C.
1305,175.24.119.184,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
1306,218.65.30.61,中国,江西,Xinshan,25.1373,115.3872,success,China,CN,JX,Jiangxi,Shangdundu,,27.9544,116.3282,Asia/Shanghai,Chinanet,Chinanet JX,AS4134 CHINANET-BACKBONE
1307,182.61.35.63,中国,广东,中山,22.5231,113.3791,success,China,CN,GD,Guangdong,Foshan,,23.0215,113.12100000000001,Asia/Shanghai,"Beijing Baidu Netcom Science and Technology Co., Ltd.","Beijing Baidu Netcom Science and Technology Co., Ltd.","AS38365 Beijing Baidu Netcom Science and Technology Co., Ltd."
1308,122.51.85.252,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou,,23.0623,113.389,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,Guangzhou Haizhiguang communication technology Limited,AS45090 Shenzhen Tencent Computer Systems Company Limited
